"Comments","Clinical Code",,,,"Sensitivity Code",,,,"Confidentiality Code",,,
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","366081","Nevirapine Oral Suspension [Viramune]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","366069","Acyclovir Oral Suspension [Zovirax]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","364697","lamiVUDine Oral Solution [Epivir]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","364692","Ritonavir Oral Solution [Norvir]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","364596","abacavir Oral Solution [Ziagen]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","364593","lamiVUDine Oral Solution [Epivir HBV]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","364584","Didanosine Oral Solution [Videx]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","364572","Trimethoprim Oral Solution [Primsol]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","364319","Stavudine Oral Solution [Zerit]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","363461","Immunoglobulin G Injectable Solution [Venoglobulin-S 10%]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","363453","Rifampin Injectable Solution [Rifadin IV]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362931","Cidofovir Injectable Solution [Vistide]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362878","Zidovudine Injectable Solution [Retrovir]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362823","Ganciclovir Injectable Solution [Cytovene]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362781","Immunoglobulin G Injectable Solution [Carimune]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362693","Immunoglobulin G Injectable Solution [Polygam S/D]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362673","Aldesleukin Injectable Solution [Proleukin]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362579","Immunoglobulin G Injectable Solution [Gammagard S/D]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","362567","Immunoglobulin G Injectable Solution [Iveegam]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","358418","Amphotericin B 30 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","358262","fosamprenavir","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","356743","Fuzeon","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","353492","Immunoglobulin G, Human 0.2 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","352504","Carimune","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","352230","Epivir 300 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","352143","Sustiva 600 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","352050","Viread 300 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","351326","Carimune 12 % Injectable Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","351129","Immunoglobulin G, Human 0.2 MG/ML Injectable Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","351086","Indinavir 400 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","350655","lamiVUDine 300 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","350652","efavirenz 600 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","349491","lamiVUDine 300 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","349477","efavirenz 600 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","349251","Tenofovir disoproxil fumarate 300 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","348506","Itraconazole 10 MG/ML Oral Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","346473","Immunoglobulin G, Human 50 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","343818","Immunoglobulin G, Human 100 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","343815","Immunoglobulin G, Human 120 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","343725","Acyclovir 50 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","343047","Atazanavir","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","34246","Polymyxin B / Trimethoprim Ophthalmic Solution [Polytrim]","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","340674","sulfADIAZINE 33.4 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","340137","Nelfinavir 0.05 MG/MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","340089","Acyclovir 0.05 MG/MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","337558","Trimethoprim 90 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","336956","Indinavir 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","3364","Didanosine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","3363","Zalcitabine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","335921","Rifampin 120 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","333409","Trimethoprim 300 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","333250","Rifampin 450 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","332959","Pyrimethamine 12.5 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","332450","Ritonavir 20 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","332349","Aldesleukin 1.1 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","331952","Flucytosine 0.01 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","331565","valGANciclovir 450 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","331538","lopinavir 80 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","331537","Ritonavir 33.3 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","331536","lopinavir 133 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","331497","Trimethoprim 10 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330837","Nelfinavir 250 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330816","Didanosine 250 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330786","Didanosine 200 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330498","Stavudine 40 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330440","Ganciclovir 250 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330321","Didanosine 400 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330320","Didanosine 20 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330319","Didanosine 125 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","330243","Stavudine 1 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329867","Indinavir 400 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329866","Indinavir 333 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329485","abacavir 300 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329484","abacavir 20 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329267","Amprenavir 15 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329266","Amprenavir 150 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329265","Amprenavir 50 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","329180","Indinavir 200 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328839","Zalcitabine 0.75 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328838","Zalcitabine 0.375 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328720","Trimethoprim 1 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328627","Stavudine 30 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328625","Stavudine 20 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328624","Stavudine 15 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328503","Rifampin 60 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328300","Amphotericin B 0.03 MG/MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","328280","Ganciclovir 50 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","323964","Rifampin 600 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","323726","Viread","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","322248","Tenofovir disoproxil fumarate","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","318218","sulfADIAZINE 33.4 MG/ML / Sulfamerazine 33.4 MG/ML / Sulfamethazine 33.4 MG/ML Oral Suspension","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317612","Acyclovir 40 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317538","Zidovudine 10 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317528","Trimethoprim 80 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317527","Trimethoprim 16 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
